Date,Name,Year,Letterboxd URI,Rating
2024-10-07,The Match Factory Girl,1990,https://boxd.it/20Je,4
2024-10-08,Juha,1999,https://boxd.it/sfW,2.5
2024-10-12,A Pigeon Sat on a Branch Reflecting on Existence,2014,https://boxd.it/3Ifa,4
2024-10-14,Ponyo,2008,https://boxd.it/1S0A,4
2024-10-14,Kurt Turns Evil,2009,https://boxd.it/1L2Y,3
2024-10-15,Adam's Apples,2005,https://boxd.it/297e,3.5
2024-10-16,Challengers,2024,https://boxd.it/zld0,3
2024-10-29,Sex,2024,https://boxd.it/KFok,3.5
2024-10-31,In Order of Disappearance,2014,https://boxd.it/7pCW,3
2024-10-31,Perfect Blue,1997,https://boxd.it/1W7A,4.5
2024-11-02,Comet in Moominland,1992,https://boxd.it/2umE,4
2024-11-06,Deadpool & Wolverine,2024,https://boxd.it/jq8s,2.5
2024-11-11,Gladiator,2000,https://boxd.it/2b9m,4
2024-11-16,Balls,2010,https://boxd.it/1h3W,3.5
2024-11-16,Longlegs,2024,https://boxd.it/KzLM,2.5
2024-11-20,The Wind Rises,2013,https://boxd.it/4JQS,3
2024-11-21,Evil Does Not Exist,2023,https://boxd.it/HJrc,3.5
2024-11-22,The Five Obstructions,2003,https://boxd.it/1RWy,3
2024-11-25,The Suicide Squad,2021,https://boxd.it/fw6O,4
2024-11-25,Antz,1998,https://boxd.it/1ZB4,4
2024-12-09,Klaus,2019,https://boxd.it/ipoi,4
2024-12-10,The City of Lost Children,1995,https://boxd.it/29k8,3.5
2024-12-11,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/29Qy,4
2024-12-15,Return to Oz,1985,https://boxd.it/1QHM,4
2024-12-16,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4.5
2024-12-19,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/29FU,3
2024-12-23,Star Wars,1977,https://boxd.it/72s,3
2024-12-23,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/29Qe,2
2024-12-23,The Nightmare Before Christmas,1993,https://boxd.it/1YzQ,4.5
2024-12-23,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/1RYu,2
2024-12-23,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/1RYk,1.5
2024-12-30,A Grand Day Out,1989,https://boxd.it/2acu,4.5
2024-12-30,The Wrong Trousers,1993,https://boxd.it/2ack,3.5
2024-12-31,Fantastic Beasts and Where to Find Them,2016,https://boxd.it/7FPC,3
2024-12-31,Louis & Luca: Mission to the Moon,2018,https://boxd.it/fNNg,3
2024-12-31,Fantastic Beasts: The Crimes of Grindelwald,2018,https://boxd.it/bg8G,1.5
2025-01-02,The Fifth Element,1997,https://boxd.it/71k,4.5
2025-01-02,Finding Nemo,2003,https://boxd.it/72i,4
2025-01-06,Hayao Miyazaki and the Heron,2024,https://boxd.it/Njam,4
2025-01-06,The Crimson Wing: Mystery of the Flamingos,2008,https://boxd.it/1ajo,3.5
2025-01-08,Bram Stoker's Dracula,1992,https://boxd.it/223a,4
2025-01-13,Perfect Days,2023,https://boxd.it/ATh8,4.5
2025-01-14,Napoleon Dynamite,2004,https://boxd.it/20wu,4
2025-01-14,Mr. Nobody,2009,https://boxd.it/1k44,2.5
2025-01-14,Little Miss Sunshine,2006,https://boxd.it/29EW,3.5
2025-01-14,Romeo + Juliet,1996,https://boxd.it/2ama,3
2025-01-22,Ghost in the Shell,1995,https://boxd.it/1YYc,4
2025-01-22,Letters to Håkon Banken,2024,https://boxd.it/Lkj6,2
2025-01-22,Sweeney Todd: The Demon Barber of Fleet Street,2007,https://boxd.it/1PcS,3
2025-01-29,The Day of the Jackal,2024,https://boxd.it/Rr4a,4.5
2025-02-01,You Really Got Me,2001,https://boxd.it/2RKO,4
2025-02-01,Nosferatu,2024,https://boxd.it/f5eG,2.5
