Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-11-03,Son of Saul,2015,https://boxd.it/3oi3jB,5,,,2022-11-02
2022-11-05,Nymphomaniac: Vol. I,2013,https://boxd.it/3oFjFp,4.5,,,2022-11-04
2022-11-06,Ghostbusters,1984,https://boxd.it/3p2MDt,4.5,,,2022-11-06
2022-11-07,Barbarian,2022,https://boxd.it/3paarZ,3,,,2022-11-06
2022-11-08,Lost Highway,1997,https://boxd.it/3pnrMV,4,,,2022-11-07
2022-11-09,The Kingdom II,1997,https://boxd.it/3pBsQx,3.5,,,2022-11-08
2022-11-15,Irma Vep,1996,https://boxd.it/3qR6PN,4.5,,,2022-11-14
2022-11-16,Chungking Express,1994,https://boxd.it/3r2iNr,4,,,2022-11-15
2022-11-17,Fire of Love,2022,https://boxd.it/3reNv3,5,,,2022-11-16
2022-11-18,The Elephant Man,1980,https://boxd.it/3rpco7,4,,,2022-11-17
2022-11-19,Stutz,2022,https://boxd.it/3rBC1d,3,,,2022-11-18
2022-11-24,Sexual Drive,2021,https://boxd.it/3sD47J,2.5,,,2022-11-23
2022-11-25,The Housemaid,1960,https://boxd.it/3sO6AP,4,,,2022-11-24
2022-11-26,Lady Vengeance,2005,https://boxd.it/3t1Ogb,4.5,,,2022-11-25
2022-11-26,Mad God,2021,https://boxd.it/3t2XvL,4,,,2022-11-25
2022-11-27,Le Trou,1960,https://boxd.it/3tcFyn,4.5,,,2022-11-26
2022-11-27,Antoine and Colette,1962,https://boxd.it/3tf01j,3,,,2022-11-26
2022-11-28,Like Someone in Love,2012,https://boxd.it/3tzdOj,3.5,,,2022-11-27
2022-11-29,Ran,1985,https://boxd.it/3tMI3z,4,,,2022-11-28
2022-11-30,Sympathy for Mr. Vengeance,2002,https://boxd.it/3tW4c7,4.5,,,2022-11-29
2022-12-01,Silence,2018,https://boxd.it/3u77JF,4,,,2022-11-30
2022-12-01,The Northman,2022,https://boxd.it/3u9w2b,4,,,2022-11-30
2022-12-02,Pig,2021,https://boxd.it/3uiyjr,3.5,,,2022-12-01
2022-12-03,Troll,2022,https://boxd.it/3usfEP,1,,,2022-12-02
2022-12-05,Berserk,1997,https://boxd.it/3uXeQn,5,,,2022-12-04
2022-12-07,Nausicaä of the Valley of the Wind,1984,https://boxd.it/3vn0Ux,4.5,,,2022-12-06
2022-12-08,Judgement,1999,https://boxd.it/3vAsgr,3.5,,,2022-12-07
2022-12-10,Everything Everywhere All at Once,2022,https://boxd.it/3vW7a7,4,,,2022-12-09
2022-12-11,Black Mirror: Playtest,2016,https://boxd.it/3w6YzT,4,Yes,,2022-12-10
2022-12-11,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3w8PtL,4,,,2022-12-10
2022-12-12,The General,1926,https://boxd.it/3wkxlN,,,,2022-12-11
2022-12-12,Harry Potter and the Philosopher's Stone,2001,https://boxd.it/3wmq8B,5,Yes,,2022-12-11
2022-12-14,Harry Potter and the Chamber of Secrets,2002,https://boxd.it/3wQ8s9,4,Yes,,2022-12-12
2022-12-14,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/3wRaIv,4,Yes,,2022-12-13
2022-12-15,Harry Potter and the Goblet of Fire,2005,https://boxd.it/3x6cyn,3,Yes,,2022-12-14
2022-12-16,Harry Potter and the Order of the Phoenix,2007,https://boxd.it/3xkzqf,2.5,Yes,,2022-12-15
2022-12-17,Harry Potter and the Half-Blood Prince,2009,https://boxd.it/3xuuLn,3.5,Yes,,2022-12-16
2022-12-17,Harry Potter and the Deathly Hallows: Part 1,2010,https://boxd.it/3xyjmT,2,Yes,,2022-12-17
2022-12-18,Harry Potter and the Deathly Hallows: Part 2,2011,https://boxd.it/3xHkFP,3.5,Yes,,2022-12-17
2022-12-18,Pinocchio,1940,https://boxd.it/3xKRlp,,Yes,,2022-12-17
2022-12-19,Louis & Luca and the Snow Machine,2013,https://boxd.it/3y7FFj,3,Yes,,2022-12-18
2022-12-20,Black Adam,2022,https://boxd.it/3ymPUD,3,,,2022-12-19
